big_class,comment,id,images,name,price,reply,sales,small_class,stock
教辅,,p1544503264,"http://img3m4.ddimg.cn/7/17/1544503264-1_u_1.jpg,http://img3m4.ddimg.cn/7/17/1544503264-2_u_1.jpg,http://img3m4.ddimg.cn/7/17/1544503264-3_u_1.jpg,http://img3m4.ddimg.cn/7/17/1544503264-4_u_1.jpg,http://img3m4.ddimg.cn/7/17/1544503264-5_u_1.jpg",【出版社直供】现货信号与系统奥本海姆第二版考研指导信号与系统刘树棠西安交通大学考研通信工程书大学生通信考研教材,62.0,,5,计算机教材,2719
教辅,,p1544848784,"http://img3m4.ddimg.cn/17/31/1544848784-1_u_1.jpg,http://img3m4.ddimg.cn/17/31/1544848784-2_u_1.jpg,http://img3m4.ddimg.cn/17/31/1544848784-3_u_1.jpg,http://img3m4.ddimg.cn/17/31/1544848784-4_u_1.jpg,http://img3m4.ddimg.cn/17/31/1544848784-5_u_1.jpg",【套装2本】C和C++程序员面试秘笈 剑指Offer名企面试官精讲典型编程题 程序员面试宝典 offer企业面试题大全 程序员编程面试书籍,98.0,,0,计算机教材,3428
教辅,,p1441618915,"http://img3m5.ddimg.cn/22/14/1441618915-1_u_1.jpg,http://img3m5.ddimg.cn/22/14/1441618915-2_u_1.jpg",Unreal Engine 4蓝图完全学习教程 Unreal Engine入门书籍 虚幻引擎开发 UE4蓝图语言 Actor基本操作图书籍 3D游戏设计开发教程D,158.0,,19,计算机教材,8079
教辅,,p23986709,http://img3m9.ddimg.cn/98/16/23986709-1_u_8.jpg,数值代数,19.2,"[{'content': '不太好，太薄了吧 ', 'date': '2016-11-23 21:48:38', 'username': '无昵称用户', 'img': 'http://img7x5.ddimg.cn/imghead/45/4/8227639668645-1_o.png'}]",35,计算机教材,3941
教辅,,p1514134245,http://img3m5.ddimg.cn/30/6/1514134245-1_u_1.jpg,深入浅出DPDK,49.18,,1,计算机教材,2867
教辅,,p1605891600,http://img3m0.ddimg.cn/27/25/1605891600-1_u_1.jpg,游戏设计快乐之道 第2版 游戏开发 游戏设计的黄金法则 游戏设计领域的经典之作 游戏设计师参考书,58.0,,0,计算机教材,6668
教辅,,p1500014171,http://img3m1.ddimg.cn/29/20/1500014171-1_u_1.jpg,从小白到美术指导 广告创意与设计执行 美术指导创意设计教程书籍 广告创意方案参考书 美术广告策划海报设计提案技巧图书籍,58.0,"[{'content': '还好还好好好好', 'date': '2019-08-19 17:15:20', 'username': '无昵称用户', 'img': 'http://img7x9.ddimg.cn/imghead/27/36/9241865533719-1_o.png'}]",6,计算机教材,1669
教辅,,p27918570,http://img3m0.ddimg.cn/75/35/27918570-1_u_3.jpg,离散数学教程（第2版）,34.5,,11,计算机教材,6281
教辅,●权威 享誉国内的*网络实战专家、多届国内IT图书*原创作者、 网管师 认证教材*指定作者王达老师倾心编写 ●系统、专业、深入 本书对体系结构中各层主要功能的实现原理和主要通信协议的工作原理都进行了示例化的细致剖析 ●化繁为简，通俗易懂 为大量晦涩的技术原理配备了令人耳目一新的形象比喻。讲解生动，示例详细，图表直观，让复杂的原理变得通俗易懂。 ●超值 构买本书的读者可专享王达老师配套课程视频2折优惠 ●丰富的教学/自学资源,p24169919,"http://img3m9.ddimg.cn/59/2/24169919-1_u_6.jpg,http://img3m9.ddimg.cn/59/2/24169919-2_u_5.jpg,http://img3m9.ddimg.cn/59/2/24169919-3_u_5.jpg,http://img3m9.ddimg.cn/59/2/24169919-4_u_5.jpg,http://img3m9.ddimg.cn/59/2/24169919-5_u_5.jpg",深入理解计算机网络,77.4,"[{'content': '王达老师的书我已经买了好几本了，这本深入理解计算机网络是第二次买了，这是新版的，很好，希望能在网络技术方面继续提高！', 'date': '2018-04-08 19:28:49', 'username': '无昵称用户', 'img': 'http://img7x6.ddimg.cn/imghead/46/28/7827072028426-1_o.png'}, {'content': '书的质量应该还不错，学学网络也好，那怕看一点也值', 'date': '2018-08-30 19:51:55', 'username': '无昵称用户', 'img': 'http://img7x3.ddimg.cn/imghead/12/10/9923665661823-1_o.png'}, {'content': '深入浅出的讲解，祥略得当的说明，适合每一档水平层次的读者。', 'date': '2019-02-24 10:55:36', 'username': '无昵称用户', 'img': 'http://img7x1.ddimg.cn/imghead/78/31/9740204656161-1_o.png'}, {'content': '挺不错的一本书，不是科班出身，用来学习这块儿再好不过', 'date': '2018-10-24 12:43:32', 'username': 'alwayschen', 'img': 'http://img7x4.ddimg.cn/imghead/18/11/8049662149734-1_o.png'}, {'content': '我已经看到90多页了，东西非常实用，通俗易懂，系统详细，全面具体。想要在网络上有提高的非常实用。', 'date': '2017-11-17 14:55:02', 'username': '无昵称用户', 'img': 'http://img7x4.ddimg.cn/imghead/36/29/4874127281334-1_o.png'}, {'content': '从基础开始，把整个网络的基础到运营说明的明明白白', 'date': '2018-05-02 12:39:26', 'username': 'yujiabing', 'img': 'http://img7x7.ddimg.cn/imghead/62/16/4675561680797-1_o.png'}, {'content': '名不虚传，书中类比比比皆是，非常通熟易懂，入门和深入都不是问题，经典', 'date': '2017-05-08 09:21:52', 'username': '匿名用户', 'img': 'http://img7x9.ddimg.cn/imghead/66/5/9476769333009-1_o.png'}, {'content': '全面讲解了计算机网络的基础知识，依然是按经典的OSI层级由底层到高层的顺序。', 'date': '2018-06-03 11:13:41', 'username': '无昵称用户', 'img': 'http://img7x0.ddimg.cn/imghead/50/14/1833014837660-1_o.png'}, {'content': '这本书要有一点计算机基础的人去看才能看得懂', 'date': '2017-08-24 12:31:25', 'username': '天行阁5114...', 'img': 'http://img7x3.ddimg.cn/imghead/53/4/9600893062253-1_o.png'}, {'content': '不错，深入浅出，通俗易懂。', 'date': '2020-03-06 17:34:40', 'username': '无昵称用户', 'img': 'http://img7x3.ddimg.cn/imghead/57/4/6675102133383-1_o.png'}]",1506,网络与数据通信,1036
教辅,,p1596797508,"http://img3m8.ddimg.cn/75/15/1596797508-1_u_1.jpg,http://img3m8.ddimg.cn/75/15/1596797508-2_u_1.jpg,http://img3m8.ddimg.cn/75/15/1596797508-3_u_1.jpg,http://img3m8.ddimg.cn/75/15/1596797508-4_u_1.jpg",正版全新 发那科FANUC工业机器人培训应用技术与虚拟仿真套装（京东套装共2册）,76.0,,0,计算机教材,4386
教辅,,p1474270030,"http://img3m0.ddimg.cn/46/35/1474270030-1_u_1.jpg,http://img3m0.ddimg.cn/46/35/1474270030-2_u_1.jpg,http://img3m0.ddimg.cn/46/35/1474270030-3_u_1.jpg,http://img3m0.ddimg.cn/46/35/1474270030-4_u_1.jpg,http://img3m0.ddimg.cn/46/35/1474270030-5_u_1.jpg",现货 朗文初阶英汉双解词典（第3版）初级英汉辞典 250余正文插图与20页彩色插图 12000余条收词中小学生英汉词典上海外语教育,58.0,,18,计算机教材,7455
教辅,,p1565247950,http://img3m0.ddimg.cn/35/24/1565247950-1_u_1.jpg,正版 &ldquo;偷懒&rdquo;的技术：打造财务Excel达人（全彩印刷）excel在财务与会计的应用 文员办公软件教程书籍 Word 办公应用技巧大全,50.0,,0,计算机教材,6296
教辅,,p1132683304,http://img3m4.ddimg.cn/49/10/1132683304-1_u_1.jpg,cdr教程书 cdr软件教程书籍 coreldraw书籍 中文版CorelDRAW 2018从入门到精通 cdr平面设计ps图像处理广告设计vi网页美工插画绘制,79.0,"[{'content': '真的很不错 纸质也好看 视频都是同步的 真心推荐！！！真的很不错 纸质也好看 视频都是同步的 真心推荐！！！真的很不错 纸质也好看 视频都是同步的 真心推荐！！！真的很不错 纸质也好看 视频都是同步的 真心推荐！！！真的很不错 纸质也好看 视频都是同步的 真心推荐！！！真的很不错 纸质也好看 视频都是同步的 真心推荐！！！', 'date': '2019-06-19 15:24:49', 'username': '无昵称用户', 'img': 'http://img7x7.ddimg.cn/imghead/41/0/6951764834627-1_o.png'}]",47,计算机教材,6232
教辅,,p1603233440,"http://img3m0.ddimg.cn/17/19/1603233440-1_u_1.jpg,http://img3m0.ddimg.cn/17/19/1603233440-2_u_1.jpg,http://img3m0.ddimg.cn/17/19/1603233440-3_u_1.jpg,http://img3m0.ddimg.cn/17/19/1603233440-4_u_1.jpg,http://img3m0.ddimg.cn/17/19/1603233440-5_u_1.jpg",Cinema 4D R19从入门到精通 视频编辑渲染技术操作技巧 c4d软件功能详解教程书籍 C4D软件动画制作从入门到精通,99.0,,0,计算机教材,7589
教辅,,p1507593321,"http://img3m1.ddimg.cn/36/16/1507593321-1_u_1.jpg,http://img3m1.ddimg.cn/36/16/1507593321-2_u_1.jpg,http://img3m1.ddimg.cn/36/16/1507593321-3_u_1.jpg,http://img3m1.ddimg.cn/36/16/1507593321-4_u_1.jpg,http://img3m1.ddimg.cn/36/16/1507593321-5_u_1.jpg",c++ 语言程序设计 郑莉 第4版 学生用书 +在线教学版 第四版 C++语言入门编程书籍 清华大学出版社 计算机系列教材 可搭谭浩强,101.0,,5,计算机教材,1374
教辅,,p1596801098,http://img3m8.ddimg.cn/2/16/1596801098-1_u_1.jpg,正版全新 大数据 互联网大规模数据挖掘与分布式处理（第2版）,74.1,,0,计算机教材,8832
教辅,,p1507038961,"http://img3m1.ddimg.cn/76/27/1507038961-1_u_1.jpg,http://img3m1.ddimg.cn/76/27/1507038961-2_u_1.jpg,http://img3m1.ddimg.cn/76/27/1507038961-3_u_1.jpg",微信公众号后台操作与运营全攻略 微信运营 微信营销 公众号编辑营销 微商微店运营实战书籍 微店运营技巧 微信公众号后台管理书籍,33.0,,11,计算机教材,9964
教辅,,p1550427804,"http://img3m4.ddimg.cn/90/6/1550427804-1_u_1.jpg,http://img3m4.ddimg.cn/90/6/1550427804-2_u_1.jpg,http://img3m4.ddimg.cn/90/6/1550427804-3_u_1.jpg,http://img3m4.ddimg.cn/90/6/1550427804-4_u_1.jpg,http://img3m4.ddimg.cn/90/6/1550427804-5_u_1.jpg",SPSS统计分析方法及应用 第4版 薛薇 电子工业出版社 SPSS统计分析教程 SPSS统计软件教材 SPSS软件书 统计分析,54.0,,4,计算机教材,2599
教辅,,p1574208690,"http://img3m0.ddimg.cn/87/30/1574208690-1_u_1.jpg,http://img3m0.ddimg.cn/87/30/1574208690-2_u_1.jpg,http://img3m0.ddimg.cn/87/30/1574208690-3_u_1.jpg,http://img3m0.ddimg.cn/87/30/1574208690-4_u_1.jpg,http://img3m0.ddimg.cn/87/30/1574208690-5_u_1.jpg",Creo教程 Creo Parametric 5.0中文版从入门到精通 Creo5.0全套视频教程书籍 PTC快速入门教材 曲面工程图钣金模具设计书籍,59.0,,1,计算机教材,9836
教辅,,p1596777628,"http://img3m8.ddimg.cn/94/4/1596777628-1_u_1.jpg,http://img3m8.ddimg.cn/94/4/1596777628-2_u_1.jpg,http://img3m8.ddimg.cn/94/4/1596777628-3_u_1.jpg,http://img3m8.ddimg.cn/94/4/1596777628-4_u_1.jpg,http://img3m8.ddimg.cn/94/4/1596777628-5_u_1.jpg",正版全新 企业架构的数字化转型,35.0,,3,计算机教材,6279
教辅,,p1134109904,http://img3m4.ddimg.cn/59/1/1134109904-1_u_1.jpg,正版现货 敏捷软件开发：原则、模式与实践软件工程实践丛书(美)Robert CMartin开发指南C++和JAVA源代码,77.0,,22,计算机教材,1090
教辅,,p1596738938,"http://img3m8.ddimg.cn/14/16/1596738938-1_u_1.jpg,http://img3m8.ddimg.cn/14/16/1596738938-2_u_1.jpg,http://img3m8.ddimg.cn/14/16/1596738938-3_u_1.jpg,http://img3m8.ddimg.cn/14/16/1596738938-4_u_1.jpg",正版全新 内网安全攻防：渗透测试实战指南,89.9,"[{'content': '这本书根本没有现货。并且在我没有回应是否优先发另外一本的前提下，直接将另外一本提前发货，且发货单上写的是两本的信息。', 'date': '2020-03-08 11:59:06', 'username': '学者无解', 'img': 'http://img7x5.ddimg.cn/imghead/1/5/5806881307855-1_o.png'}]",4,计算机教材,9141
教辅,,p1132892004,http://img3m4.ddimg.cn/57/30/1132892004-1_u_2.jpg,EXCEL高效办公应用宝典 公式函数与VBA excel教程书籍 表格制作 数据处理 函数公式大全 数据分析 电脑办公软件 视频教程,50.0,"[{'content': '要是有彩印的就好了', 'date': '2019-12-29 17:29:23', 'username': '无昵称用户', 'img': 'http://img7x9.ddimg.cn/imghead/91/12/3159869516389-1_o.png'}, {'content': '服务太差了', 'date': '2019-12-10 00:27:16', 'username': '无昵称用户', 'img': 'http://img7x9.ddimg.cn/imghead/90/32/4636355474709-1_o.png'}]",23,计算机教材,7764
教辅,,p1474251330,"http://img3m0.ddimg.cn/57/20/1474251330-1_u_1.jpg,http://img3m0.ddimg.cn/57/20/1474251330-2_u_1.jpg,http://img3m0.ddimg.cn/57/20/1474251330-3_u_1.jpg,http://img3m0.ddimg.cn/57/20/1474251330-4_u_1.jpg,http://img3m0.ddimg.cn/57/20/1474251330-5_u_1.jpg",现货 精神障碍诊断与统计手册 案头参考书 第五版 美国精神医学学会编 与DSM-5全书配合使用 诊断标准参考手册 北京大学,120.0,"[{'content': '专业书籍值得一备', 'date': '2020-03-05 11:57:25', 'username': '无昵称用户', 'img': 'http://img7x5.ddimg.cn/imghead/62/3/4145567456015-1_o.png'}]",16,计算机教材,2803
教辅,,p1474493330,http://img3m0.ddimg.cn/2/3/1474493330-1_u_1.jpg,Excel报表一劳永逸（数据+函数+表格）王德宝 excle表格制作办公软件教程书籍 excel公式函数应用大全 Excle报表制作数据分析书籍,48.0,"[{'content': '挺好，值得拥有', 'date': '2019-09-13 21:27:09', 'username': '匿名用户', 'img': 'http://img7x4.ddimg.cn/imghead/70/21/2276697924934-1_o.png'}, {'content': '哎～可能我阅读障碍吧～急需查找的时候，真的找不着在哪！还是去看抖音自己学吧～这书适合没事在家闲着做表的看。真的需要的时候毛都解决不了。没太大帮助！谁需要免费赠送，邮费自理到付！', 'date': '2020-02-21 16:33:10', 'username': '无昵称用户', 'img': 'http://img7x4.ddimg.cn/imghead/75/36/1199201258154-1_o.png'}]",10,计算机教材,2807
教辅,,p1140788104,http://img3m4.ddimg.cn/16/34/1140788104-1_u_1.jpg,服务设计微日记2 全彩 茶山  服务设计交互设计用户体验设计书籍 电商经营管理成功之道 服务创新书籍,36.0,,2,计算机教材,6456
教辅,,p1544698134,"http://img3m4.ddimg.cn/45/8/1544698134-1_u_1.jpg,http://img3m4.ddimg.cn/45/8/1544698134-2_u_1.jpg,http://img3m4.ddimg.cn/45/8/1544698134-3_u_1.jpg,http://img3m4.ddimg.cn/45/8/1544698134-4_u_1.jpg,http://img3m4.ddimg.cn/45/8/1544698134-5_u_1.jpg",c4d书籍 87time新印象中文版CINEMA 4D R19建模/灯光/材质/渲染技术精粹与应用 3d建模书籍c4d完全学习手册零基础自学视频教程教材,78.0,"[{'content': '哈哈哈收到', 'date': '2020-01-09 19:29:51', 'username': '无昵称用户', 'img': 'http://img7x9.ddimg.cn/imghead/55/1/7277174003539-1_o.png'}]",26,计算机教材,1942
教辅,●一线网络工程技术与运维专家 阮晓龙/许成刚 倾情编写 ● 无缝贴合工程实践 ：实验案例均在Windows UNIX/Linix双平台实现！ ● 彻底摆脱纸上谈兵： 通过GNS 3网络仿真实现 VirtualBox虚拟机实现，让您在一台笔记本上完成所复杂网络构建、管理及分析案例！ ● 干货多多： 本书所有案例，均为作者多年工作经验实践经验的结晶。 ● 轻松养成 工程思维： 所有案例的编写，均以 需求分析 规划设计 技术论证 部署实施 总结分析 的步骤实现，工程思维，轻松养成！ ● 附赠之DVD包含本书实验所需的所有软件,p23941428,"http://img3m8.ddimg.cn/60/23/23941428-1_u_2.jpg,http://img3m8.ddimg.cn/60/23/23941428-2_u_3.jpg",网络构建与运维管理——从学到用完美实践,53.7,"[{'content': '介绍网络建设及运维技术体系，是网络构建，技术培训参考用书。', 'date': '2017-06-22 00:38:13', 'username': '匿名用户', 'img': 'http://img7x6.ddimg.cn/imghead/15/16/9519933806376-1_o.png'}, {'content': '这本出版时间比较新，非常适合新手现在看，对做网络管理工作的很实用', 'date': '2017-09-11 12:36:08', 'username': '解妖杂货铺', 'img': 'http://img7x4.ddimg.cn/imghead/80/21/6121591842644-1_o.png'}, {'content': '很快就收到货了，书很不错，图文并茂，非常值得一看', 'date': '2019-07-25 14:45:18', 'username': '大***5(匿名)', 'img': 'http://img7x1.ddimg.cn/imghead/43/15/4786327688911-1_o.png'}, {'content': '对于已经在这行业白人来说感觉一般，作为初学者可以作为了解行业', 'date': '2017-06-02 17:26:19', 'username': '***(匿名)', 'img': 'http://img7x6.ddimg.cn/imghead/23/11/9686047632746-1_o.png'}, {'content': '好书号数好书少数阿好说的佛我卫计委案件佛二级分配王府井 粉底费无i哦哈工会 飞啊飞接啊回复啊hero噶尔', 'date': '2018-09-14 15:15:56', 'username': '亡命之徒', 'img': 'http://img7x3.ddimg.cn/imghead/97/8/5092373500333-1_o.png'}, {'content': '我想说，在这个特殊时期，物流真的好快！！', 'date': '2020-02-27 18:09:46', 'username': 'penboo', 'img': 'http://img7x1.ddimg.cn/imghead/26/12/5017225275341-1_o.png'}, {'content': '这么样我是个', 'date': '2019-12-31 10:42:00', 'username': 'lichaoxion...', 'img': 'http://img7x5.ddimg.cn/imghead/61/15/9272532186385-1_o.png'}, {'content': '物流很满意，学习学习，。', 'date': '2019-08-10 07:31:58', 'username': '无昵称用户', 'img': 'http://img7x5.ddimg.cn/imghead/94/14/1509278932255-1_o.png'}, {'content': '正在详细检查中', 'date': '2019-05-08 13:16:50', 'username': '无昵称用户', 'img': 'http://img7x3.ddimg.cn/imghead/76/34/3247154678173-1_o.png'}, {'content': '很好，不错；；；', 'date': '2019-01-04 11:17:32', 'username': '无昵称用户', 'img': 'http://img7x3.ddimg.cn/imghead/68/36/4792329751343-1_o.png'}]",349,计算机教材,5437
教辅,,p23959402,http://img3m2.ddimg.cn/16/15/23959402-1_u_2.jpg,工程师经验手记：CAN总线嵌入式开发——从入门到实战(第2版),38.7,"[{'content': '内容与(CAN应用协议实例解析)相似，同是北航出版，这本时间靠后，排版稀疏，不带光盘，相关协议不如那本多，换了个芯片再写一遍，叫作入门，有意思吗？两本都买了果断退掉这本。毕竟CAN总线的书不多，作者辛苦多给颗星', 'date': '2017-07-09 23:31:55', 'username': '匿名用户', 'img': 'http://img7x3.ddimg.cn/imghead/46/21/5128174402903-1_o.png'}, {'content': '好书，是正版的，物美价廉。推荐。', 'date': '2019-11-25 16:39:33', 'username': '无昵称用户', 'img': 'http://img7x8.ddimg.cn/imghead/24/5/3165734663808-1_o.png'}, {'content': '不怎么样啊', 'date': '2018-12-11 07:09:18', 'username': '南京李星星', 'img': 'http://img7x4.ddimg.cn/imghead/70/5/9125169950824-1_o.png'}, {'content': '很好很好哈哈', 'date': '2018-11-26 18:20:36', 'username': '七***(匿名)', 'img': 'http://img7x1.ddimg.cn/imghead/22/6/5574513640531-1_o.png'}, {'content': '很好，送货快，纸质质量也不错', 'date': '2018-10-21 18:04:19', 'username': '无昵称用户', 'img': 'http://img7x9.ddimg.cn/imghead/88/16/7269546573619-1_o.png'}, {'content': '马马虎虎，还行，我也不知道好坏，给个好评吧', 'date': '2018-09-26 16:56:00', 'username': '***(匿名)', 'img': 'http://img7x3.ddimg.cn/imghead/22/27/9175914935473-1_o.png'}, {'content': '慢慢学习！', 'date': '2018-04-20 14:32:03', 'username': '无昵称用户', 'img': 'http://img7x6.ddimg.cn/imghead/17/7/5100549010046-1_o.png'}, {'content': '书的内容挺实用的！要好好研究研究！', 'date': '2018-04-20 07:14:54', 'username': '无昵称用户', 'img': 'http://img7x8.ddimg.cn/imghead/89/30/9767294808668-1_o.png'}, {'content': '如果能配一张光盘就更好喽', 'date': '2017-12-05 22:12:50', 'username': '无昵称用户', 'img': 'http://img7x1.ddimg.cn/imghead/36/27/3978494685531-1_o.png'}, {'content': '不错的一本书', 'date': '2017-11-22 21:24:36', 'username': 'junmecafe', 'img': 'http://img7x2.ddimg.cn/imghead/37/22/8919543456982-1_o.png'}]",562,计算机教材,1501
教辅,,p1571476805,"http://img3m5.ddimg.cn/8/3/1571476805-1_u_1.jpg,http://img3m5.ddimg.cn/8/3/1571476805-2_u_1.jpg,http://img3m5.ddimg.cn/8/3/1571476805-3_u_1.jpg,http://img3m5.ddimg.cn/8/3/1571476805-4_u_1.jpg,http://img3m5.ddimg.cn/8/3/1571476805-5_u_1.jpg",正版包邮word excel ppt办公应用从入门到精通 2018excel表格制作教程书电脑自学 办公软件书wps office教程书籍计算机应用基础,19.8,,0,计算机教材,9775
教辅,资源丰富：提供教学PPT。 内容浅显易懂：书中精心挑选了每一个例题，每个例题均分为界面设计、属性设置、程序设计和程序分析等栏目。 适用面广：可作为计算机相关专业的教程，也可以作为广大计算机爱好者的参考资料。 实例丰富：符合教学的需要，精选了相关例题，使学生学习更有针对性和可操作性,p23977013,http://img3m3.ddimg.cn/5/14/23977013-1_u_6.jpg,Delphi程序设计教程（第3版）,39.1,"[{'content': '这本书不错，有帮助。', 'date': '2020-04-24 09:52:57', 'username': 'zlc1122', 'img': 'http://img7x8.ddimg.cn/imghead/86/18/5100561861008-1_o.png'}, {'content': '书很好，对自己有帮助！', 'date': '2020-03-16 19:58:01', 'username': 'g***8(匿名)', 'img': 'http://img7x5.ddimg.cn/imghead/56/15/2265485312135-1_o.png'}, {'content': '经过我的亲身体验，这家店信誉是相当地不错。宝贝的质量更像钻石一般。太感谢了！', 'date': '2017-08-18 23:19:46', 'username': '当当网宫方...', 'img': 'http://img7x3.ddimg.cn/imghead/96/3/9696902275563-1_o.png'}, {'content': '书的质量非常好，包装完整无缺，很喜欢，好评', 'date': '2017-08-18 23:17:08', 'username': '当当网宫方...', 'img': 'http://img7x3.ddimg.cn/imghead/96/3/9696902275563-1_o.png'}, {'content': '买书，就要买好书，买一本当当网的书，就等于买了一本终身受益的书', 'date': '2017-06-14 14:25:01', 'username': '无昵称用户', 'img': 'http://img7x8.ddimg.cn/imghead/61/27/8310369793138-1_o.png'}, {'content': '当当速度快，书不错', 'date': '2017-04-21 13:30:21', 'username': 'c***h(匿名)', 'img': 'http://img7x1.ddimg.cn/imghead/24/31/7100338125201-1_o.png'}, {'content': '是正品  速度还行', 'date': '2017-03-01 17:48:50', 'username': '匿名用户', 'img': 'http://img7x3.ddimg.cn/imghead/64/7/3072148251643-1_o.png'}, {'content': '初步看了一下，内容不错，', 'date': '2017-01-11 06:43:07', 'username': '匿名用户', 'img': 'http://img7x6.ddimg.cn/imghead/97/21/2352249921976-1_o.png'}, {'content': '好书 ', 'date': '2016-11-04 05:43:29', 'username': '好心情323', 'img': 'http://img7x5.ddimg.cn/imghead/72/19/8015592181185-1_o.png'}, {'content': '质量好，价格合适，很满意。 ', 'date': '2016-09-12 15:13:39', 'username': '无昵称用户', 'img': 'http://img7x5.ddimg.cn/imghead/15/23/4049406934665-1_o.png'}]",174,计算机教材,2625
教辅,1 本书内容新颖，技术先进。包含人机交互技术领域的*知识内容，集作者多年授课知识和经验之精华。 2 全书结构合理，文字流畅。适合不同起点、不同层次读者的需要，并具有专业教育所必须的技术深度。 3 全书知识丰富，内容全面。包括人机交互与用户体验、人机交互的相关学科、人机交互设备、设计指南与原则、设计过程的管理、直接操纵与虚拟环境、命令/菜单与表格填充、人机界面的时尚设计、用户文档和在线帮助、人机交互的质量与测评、信息可视化等，共11章和1个课程实验总结。 4 理论先行，注重实际。全书结合一系列了解和熟悉人机交互技术丰富知识的学习和实验，把概念、理论和技术知识融入实践中，提升学生的学习热情，加深其对人机交互知识的认识、理解和掌握。 5 本书即可作为高等院校 人机交互技术 、 人机界面设计 等课程的教材，也,p23978173,http://img3m3.ddimg.cn/76/27/23978173-1_u_5.jpg,人机交互技术,35.1,"[{'content': '五个字才行', 'date': '2020-02-28 23:32:00', 'username': '匿名用户', 'img': 'http://img7x3.ddimg.cn/imghead/43/33/1785729530023-1_o.png'}, {'content': '挺好的不错', 'date': '2019-12-13 15:15:01', 'username': '搂你入怀', 'img': 'http://img7x7.ddimg.cn/imghead/12/22/6201958764387-1_o.png'}, {'content': '挺好的不错', 'date': '2019-12-06 21:59:40', 'username': '搂你入怀', 'img': 'http://img7x7.ddimg.cn/imghead/12/22/6201958764387-1_o.png'}, {'content': '无语，翻译的国外的教材，通篇是对苹果手机和相关米国产品的膜拜，国产交互技术不行么，华为不好么？最要命的是，汉语不通啊，连机器翻译都算不上！看到的最糟糕的教材，没有之一，不知道出版社怎么审过的。五分是给当当网，和快递小哥的，一星给这本书都嫌多！', 'date': '2020-04-04 21:14:42', 'username': '匿名用户', 'img': 'http://img7x4.ddimg.cn/imghead/85/30/7113055940284-1_o.png'}]",72,计算机教材,6415
教辅,,p25263387,http://img3m7.ddimg.cn/72/9/25263387-1_u_3.jpg,普林斯顿计算机公开课,54.5,"[{'content': '书很不错，写的很实际，兴趣爱好者非专业人士也能看的懂。是一本科普的好书。', 'date': '2018-09-17 08:39:49', 'username': '兰陵凌兰', 'img': 'http://img7x0.ddimg.cn/imghead/93/13/9992901591480-1_o.png'}, {'content': '做为一本计算机科普书，对我这样的计算机菜鸟很有帮助。', 'date': '2018-11-04 08:06:23', 'username': '歌者488955', 'img': 'http://img7x3.ddimg.cn/imghead/96/6/9714505090353-1_o.png'}, {'content': '本书讲解全面，通俗易懂，使计算机基础的入门书！', 'date': '2018-09-03 19:33:34', 'username': '无昵称用户', 'img': 'http://img7x5.ddimg.cn/imghead/92/17/2769253787315-1_o.png'}, {'content': '真的不错哦', 'date': '2019-06-21 19:34:39', 'username': '韩奕非', 'img': 'http://img7x2.ddimg.cn/imghead/62/16/4376552620832-1_o.png'}, {'content': '感觉十分棒', 'date': '2019-06-09 17:54:20', 'username': '无昵称用户', 'img': 'http://img7x3.ddimg.cn/imghead/38/24/2515838472713-1_o.png'}, {'content': '一本好书。', 'date': '2019-06-03 23:26:37', 'username': 'sonyejin', 'img': 'http://img7x5.ddimg.cn/imghead/59/5/7071581293385-1_o.png'}, {'content': '大神的计算机入门课 很棒', 'date': '2018-12-28 12:35:03', 'username': 'liushijian...', 'img': 'http://img7x2.ddimg.cn/imghead/32/19/7423168422812-1_o.png'}, {'content': '很好很好哈哈', 'date': '2018-11-26 18:24:45', 'username': '七***(匿名)', 'img': 'http://img7x1.ddimg.cn/imghead/22/6/5574513640531-1_o.png'}, {'content': '非常好 内容很舒适 包装也很好 非常满意这次购物', 'date': '2018-11-02 14:49:52', 'username': '无昵称用户', 'img': 'http://img7x9.ddimg.cn/imghead/6/13/1782411692199-1_o.png'}, {'content': '好书，物流也快！', 'date': '2018-10-25 21:18:27', 'username': '无昵称用户', 'img': 'http://img7x4.ddimg.cn/imghead/3/7/9415273373454-1_o.png'}]",312,计算机教材,9246
教辅,,p1358327122,"http://img3m2.ddimg.cn/97/31/1358327122-1_u_1.jpg,http://img3m2.ddimg.cn/97/31/1358327122-2_u_1.jpg,http://img3m2.ddimg.cn/97/31/1358327122-3_u_1.jpg,http://img3m2.ddimg.cn/97/31/1358327122-4_u_1.jpg,http://img3m2.ddimg.cn/97/31/1358327122-5_u_1.jpg",清华机器学习 周志华 西瓜书基础知识 深度学习方法 人工智能 中文教科书 计算机入门教材书籍 机器学习实战入门教材书籍,72.0,"[{'content': '希望客服可以回复一下消息，谢谢宁！', 'date': '2019-11-20 16:22:02', 'username': '侯峂欣', 'img': 'http://img7x9.ddimg.cn/imghead/18/6/7554586159809-1_o.png'}, {'content': '颜值高的书啊哈哈哈', 'date': '2019-11-20 15:55:48', 'username': '侯峂欣', 'img': 'http://img7x9.ddimg.cn/imghead/18/6/7554586159809-1_o.png'}]",63,计算机教材,9084
